claim_uid,file_num,data_set,cont_num,proc_unit,plan_num,claim_type,line_code,coverage_code,pay_cat,claim_open,date_event,date_open,date_close,date_v1m_xmit,clmnt_ssn,clmnt_dob,clmnt_gender,clmnt_country,clmnt_state,pay_code,pay_type,paid_1,paid_3,amount,state_juris,our_cause_2,our_cause_3,our_cause_4,date_rpted_cms,days_to_cms,reserve_3,reserve_6,reserve_status,is_v1m_extracted,excl_reason
1000773.443,18WC253539,WC,1787,19,3934,MO,WC,,PD,True,04/03/2021,04/19/2021,,,757857921,08/04/1987,F,IND,CT,378,SYS,17493.35,39876.1,7719.69,39,STRUCK,FRACT,NECK,08/23/2021,126.0,33171.55,2163.91,A,1,
1000774.945,23WC498314,AU,6973,26,4196,MO,WC,,CL,False,01/17/2020,01/22/2020,10/06/2021,07/04/2021,639910218,12/10/1941,F,USA,NE,106,SYS,39429.54,58674.38,917.9,,,,,,,0.0,0.0,,0,no_rre
1000775.037,23WC200854,WC,2134,51,3903,MO,WC,,BI,True,08/27/2023,08/29/2023,,,214864287,10/15/1980,M,USA,ME,326,SYS,24599.83,8925.88,1950.22,17,CUT,INFLAM,WRIST,02/20/2024,175.0,2500.34,283.43,A,1,
1000776.679,19WC951771,WC,1375,27,1375,OT,ZE,,CM,True,07/28/2022,08/11/2022,,,403695458,10/06/1958,F,USA,ME,104,MAN,44028.99,67530.13,1498.38,37,SLIP,FRACT,KNEE,11/26/2022,107.0,0.0,0.0,,0,line_code
1000777.667,21WC928281,WC,6237,12,3413,MO,WC,LT,PD,False,02/20/2021,02/27/2021,08/18/2022,,668260935,04/11/1971,F,USA,IN,325,SYS,4470.46,5821.24,7251.58,26,FALL,BURN,NECK,08/26/2021,180.0,0.0,0.0,,0,coverage_code
1000778.235,22WC564904,WC,2868,95,1014,MO,WC,,PI,False,11/28/2023,12/19/2023,09/10/2024,,999999999,10/24/1931,M,USA,KY,381,SYS,20857.95,8852.05,7726.11,39,MVA,BURN,BACK,05/28/2024,161.0,0.0,0.0,,1,
1000779.985,23WC766044,WC,9519,9,2428,IO,WC,,CM,False,02/23/2023,03/24/2023,01/10/2024,,893453610,02/02/1956,F,USA,IN,331,SYS,43100.9,43265.04,9305.7,26,REPETIT,CONCUSS,HIP,07/06/2023,104.0,0.0,0.0,,0,claim_type_IO
1000780.979,18WC684790,GL,3045,97,2263,MO,ZE,,OT,False,08/11/2020,08/27/2020,09/25/2021,,107527960,02/17/1952,F,USA,FL,367,SYS,20458.35,23618.75,5492.99,,,,,,,0.0,0.0,,0,line_code
1000781.906,23WC474902,WC,2438,95,3681,MO,GR,WA,PI,True,02/27/2023,03/29/2023,,,443567273,09/01/1952,M,USA,MT,150,SYS,8450.4,55029.69,6444.16,06,BURN,CONCUSS,BACK,08/24/2023,148.0,57271.32,3471.63,A,0,coverage_code|line_code
1000782.341,21WC603601,WC,3496,56,2321,OT,WC,,PD,False,04/13/2018,05/01/2018,12/22/2019,,026410481,02/25/1977,F,USA,WY,361,MAN,29135.62,57165.72,9538.63,36,CUT,SPRAIN,ANKLE,08/28/2018,119.0,0.0,0.0,,0,no_rre
1000783.534,21WC184178,GL,2871,40,3152,MO,WC,,CM,True,01/18/2022,02/12/2022,,,277772965,09/27/1944,F,USA,NJ,106,SYS,38697.07,58965.06,278.38,,,,,,,0.0,0.0,,0,
1000784.877,20WC764398,WC,2045,84,3077,MO,ZE,,MP,True,02/01/2021,02/07/2021,,,659775647,03/08/1935,M,USA,IN,381,MAN,783.86,16814.82,514.29,27,REPETIT,LACERA,BACK,04/12/2021,64.0,28708.17,4032.63,P,0,line_code
1000785.139,23WC944030,GL,8393,47,1979,OT,GR,WA,PD,False,04/12/2018,05/05/2018,10/23/2019,,827834540,10/12/1951,F,USA,NY,306,SYS,45160.91,78898.58,3682.68,,,,,,,0.0,0.0,,0,coverage_code|line_code
1000786.304,20WC329501,WC,6412,94,1268,MO,WC,WA,MP,False,09/12/2022,09/24/2022,04/02/2024,06/25/2023,806389201,11/12/1973,F,USA,NE,327,SYS,48931.87,82987.04,5224.09,12,MVA,FRACT,WRIST,02/22/2023,151.0,0.0,0.0,,0,coverage_code
1000787.365,21WC104797,WC,5764,32,1651,IO,ZE,,CM,False,06/13/2020,07/05/2020,04/18/2021,,000000000,12/26/1954,F,USA,AR,304,MAN,8743.42,26913.99,4688.46,53,FALL,FRACT,WRIST,09/23/2020,80.0,0.0,0.0,,0,line_code|claim_type_IO
1000788.28,24WC732824,PF,4214,74,1187,OT,WC,,PI,True,07/01/2023,07/31/2023,,,651450079,02/14/1930,M,USA,MN,114,SYS,34456.38,63602.58,3068.98,,,,,,,0.0,0.0,,1,
1000789.658,22WC198789,WC,4437,44,1929,MO,WC,,OT,False,12/20/2020,01/14/2021,01/02/2023,,769635417,12/24/1955,M,USA,KS,373,SYS,13738.56,86893.73,4070.94,36,REPETIT,SURGERY,SHOULDER,07/04/2021,171.0,0.0,0.0,,1,
1000790.906,24WC800278,WC,2819,90,1209,OT,WC,,PI,True,12/05/2023,12/12/2023,,,351114253,01/26/1943,M,USA,MA,161,MAN,45093.85,30443.64,8305.09,42,STRAIN,RUPTURE,BACK,04/26/2024,136.0,0.0,0.0,,1,
1000791.845,21WC577760,WC,5055,57,2024,MO,WC,,CM,True,12/22/2018,01/13/2019,,,123456789,07/01/1970,F,USA,NC,390,MAN,22103.77,15978.38,5932.64,51,FALL,INFLAM,NECK,04/12/2019,89.0,5947.6,497.24,A,1,
1000792.436,21WC162197,WC,6499,5,3917,MO,GR,ZE,CM,False,08/09/2019,09/08/2019,08/31/2021,,234871638,05/26/1972,M,USA,ND,390,SYS,47863.49,30857.65,3507.15,51,LIFT,SURGERY,SHOULDER,10/22/2019,44.0,0.0,0.0,,0,coverage_code|line_code
1000793.145,22WC955543,WC,7566,39,2500,MO,ZE,,OT,False,12/21/2019,01/16/2020,06/03/2020,,371996080,03/20/1944,M,USA,MI,103,HIS,14261.88,25876.08,8963.47,37,STRAIN,SURGERY,HAND,06/05/2020,141.0,0.0,0.0,,0,line_code
1000794.883,20WC335954,WC,1624,89,3675,MO,ZE,ZE,MP,False,06/05/2023,06/09/2023,10/26/2023,,700751880,10/05/1988,F,GBR,CA,390,SYS,42861.65,50923.36,8434.34,36,CUT,STRAIN,BACK,11/14/2023,158.0,0.0,0.0,,0,coverage_code|line_code
1000795.489,24WC748599,WC,3568,13,3431,OT,WC,,OT,True,11/06/2018,12/02/2018,,,797621867,03/19/1981,F,USA,NH,344,MAN,37024.25,84048.75,901.65,47,STRAIN,FRACT,HEAD,03/12/2019,100.0,0.0,0.0,,1,
1000796.988,18WC237292,PF,7182,97,4305,OT,WC,ZE,MP,True,05/21/2018,06/19/2018,,,057229740,08/25/1942,F,USA,TN,199,MAN,39043.56,78867.9,2804.11,,,,,,,0.0,0.0,,0,coverage_code
1000797.685,21WC812423,WC,5876,82,1281,OT,GR,LT,PI,True,09/10/2020,10/06/2020,,,250712166,01/28/1932,F,USA,KS,107,SYS,27274.6,15968.31,128.93,12,BURN,BURN,SHOULDER,02/05/2021,122.0,0.0,0.0,,0,coverage_code|line_code
1000798.796,19WC133057,PF,4228,89,3995,MO,GR,WA,MP,False,11/13/2023,11/17/2023,09/29/2025,,010318806,11/03/1951,F,IND,RI,359,MAN,35321.54,64801.6,4341.27,,,,,,,0.0,0.0,,0,coverage_code|line_code
1000799.184,18WC124258,WC,3121,11,2052,OT,GR,,CM,False,07/26/2018,08/11/2018,12/21/2019,04/25/2021,374048735,02/06/1979,M,USA,ND,314,HIS,29207.04,8050.33,2721.83,06,STRUCK,SPRAIN,HEAD,12/12/2018,123.0,0.0,0.0,,0,line_code
1000800.42,21WC248654,GL,7479,45,2386,MO,WC,ZE,PI,True,02/01/2023,02/15/2023,,,701158209,03/28/1954,F,USA,MN,151,SYS,38245.62,38168.28,7785.98,,,,,,,0.0,0.0,,0,coverage_code
1000801.544,18WC490337,WC,9101,27,2879,MO,WC,,CM,False,11/20/2023,12/06/2023,02/21/2024,01/10/2024,672924730,05/10/1932,F,USA,ID,326,HIS,10920.62,29685.69,6831.77,48,REPETIT,INFLAM,KNEE,03/21/2024,106.0,0.0,0.0,,1,
1000802.671,20WC294583,WC,9379,30,1461,OT,WC,,CL,False,09/23/2022,09/30/2022,12/29/2023,,257505132,07/19/1948,F,CAN,MO,329,SYS,1415.34,54128.37,4915.57,26,STRAIN,INFLAM,HAND,11/19/2022,50.0,0.0,0.0,,1,
1000803.181,19WC917327,AU,2862,86,3637,MO,WC,,MP,True,09/12/2021,10/02/2021,,04/18/2024,387962379,09/15/1932,M,USA,HI,135,SYS,1021.11,53647.36,4518.87,,,,,,,0.0,0.0,,1,
1000804.989,21WC783675,WC,8872,43,3773,MO,WC,ZE,CL,True,11/03/2023,11/24/2023,,,000000000,03/04/1957,F,USA,LA,352,SYS,49392.24,35594.61,7403.92,37,CUT,BURN,KNEE,12/26/2023,32.0,15192.32,1719.53,A,0,coverage_code
1000805.406,19WC199313,WC,4279,13,1688,OT,WC,,CM,False,12/14/2021,12/29/2021,03/28/2023,09/01/2023,421287996,02/03/1991,M,USA,VT,382,MAN,44352.97,5355.2,5350.97,36,FALL,STRAIN,HAND,01/31/2022,33.0,0.0,0.0,,1,
1000806.426,21WC464966,WC,3814,15,2593,MO,ZE,,MP,False,05/09/2019,06/04/2019,09/20/2019,,000000000,01/08/1949,F,USA,RI,337,SYS,25794.43,33290.83,2326.58,53,SLIP,LACERA,NECK,12/01/2019,180.0,0.0,0.0,,0,line_code
1000807.548,24WC229669,WC,8895,36,4000,MO,WC,WA,PI,True,08/19/2019,09/18/2019,,,449351143,06/18/1970,M,USA,KY,353,SYS,45230.18,10629.37,7061.83,36,STRAIN,INFLAM,BACK,11/18/2019,61.0,14662.27,1942.48,A,0,coverage_code
1000808.318,18WC429201,WC,4566,7,3470,MO,WC,LT,CM,True,04/11/2023,05/01/2023,,,637069620,05/12/1951,F,USA,LA,390,SYS,28120.17,74925.83,6092.98,36,LIFT,RUPTURE,WRIST,07/18/2023,78.0,30072.45,1703.73,A,0,coverage_code
1000809.216,22WC593322,WC,8026,58,1117,OT,ZE,,BI,True,05/16/2023,06/07/2023,,,185402173,03/24/1950,F,USA,SC,329,SYS,20589.73,91236.27,1929.79,12,SLIP,SPRAIN,HEAD,07/10/2023,33.0,0.0,0.0,,0,line_code
1000810.094,22WC204729,GL,6080,38,2099,MO,WC,LT,OT,False,01/13/2021,01/18/2021,01/02/2023,08/13/2022,857976027,05/15/1949,F,USA,CO,385,SYS,32868.5,97987.47,4223.63,,,,,,,0.0,0.0,,0,coverage_code
1000811.274,22WC941698,GL,5670,14,2265,OT,WC,,OT,True,09/24/2018,10/23/2018,,04/19/2022,138395322,09/27/1962,M,USA,CA,185,MAN,9981.7,38333.09,6203.38,,,,,,,0.0,0.0,,1,
1000812.578,19WC136944,GL,3860,31,2967,MO,GR,,MP,True,10/01/2022,10/21/2022,,10/11/2023,551501529,02/21/1932,M,USA,AK,329,SYS,6340.83,65370.5,8600.75,,,,,,,0.0,0.0,,0,line_code
1000813.294,21WC545267,AU,3912,67,4050,MO,WC,,PI,True,04/05/2020,05/01/2020,,,244333420,12/17/1933,F,USA,SC,132,SYS,38802.3,36197.13,2950.9,,,,,,,0.0,0.0,,1,
1000814.727,19WC502358,GL,3189,72,2350,MO,WC,,PD,False,04/16/2020,04/27/2020,06/18/2020,,778728570,10/09/1982,F,USA,AL,372,MAN,43681.23,42194.94,3334.92,,,,,,,0.0,0.0,,0,
1000815.096,24WC593170,WC,6377,6,2059,MO,WC,ZE,OT,True,04/04/2020,04/05/2020,,,281189020,04/09/1944,F,USA,SC,385,SYS,25817.24,43363.83,4554.74,37,CUT,CONCUSS,HEAD,08/29/2020,146.0,20863.07,2383.56,P,0,coverage_code
1000816.584,18WC987388,WC,8215,11,1330,MO,GR,,CM,False,11/15/2023,11/24/2023,03/26/2025,03/03/2024,368547081,11/11/1959,M,USA,NC,302,MAN,4796.1,49139.48,2996.06,26,MVA,LACERA,HEAD,02/15/2024,83.0,0.0,0.0,,0,line_code
1000817.97,20WC740361,GL,8127,75,3118,MO,WC,,PD,True,03/10/2018,03/31/2018,,,123456789,12/24/1934,F,IND,CA,389,SYS,44975.43,80153.73,1331.28,,,,,,,0.0,0.0,,0,invalid_ssn_non_us
1000818.959,24WC236370,WC,1912,89,4519,MO,WC,,CM,False,07/03/2023,07/17/2023,09/04/2024,,809106739,09/21/1974,F,USA,WI,371,SYS,33558.66,19586.23,5170.27,12,FALL,STRAIN,BACK,09/05/2023,50.0,0.0,0.0,,0,no_rre
1000819.141,22WC706187,WC,6464,11,4960,OT,ZE,,BI,False,04/19/2021,05/10/2021,06/21/2022,02/06/2024,537497780,07/11/1936,F,USA,IL,327,SYS,15202.23,28125.89,6325.79,17,SLIP,BURN,NECK,09/13/2021,126.0,0.0,0.0,,0,line_code
1000820.747,23WC356487,WC,2720,70,1294,OT,WC,,PI,False,02/27/2022,03/14/2022,07/12/2022,,049583602,05/09/1987,F,USA,NV,152,SYS,19406.21,94320.1,4500.51,42,FALL,BURN,NECK,09/01/2022,171.0,0.0,0.0,,0,no_rre
1000821.605,24WC619986,WC,9124,100,4517,MO,WC,,CL,True,03/20/2021,04/10/2021,,,343189625,08/24/1936,F,USA,AK,390,SYS,23809.91,46573.09,5619.97,17,FALL,SURGERY,SHOULDER,05/15/2021,35.0,26375.93,1531.17,P,0,no_rre
1000822.351,20WC192554,WC,6196,98,2929,IO,WC,WA,CM,False,05/01/2020,05/03/2020,07/31/2020,,048744551,06/13/1985,F,USA,GA,137,HIS,13169.58,24416.62,9833.59,27,CAUGHT,INFLAM,FINGER,08/03/2020,92.0,0.0,0.0,,0,coverage_code|claim_type_IO
1000823.342,19WC310013,AU,3133,53,2760,MO,ZE,WA,CL,False,02/25/2018,03/25/2018,01/15/2019,,000000000,10/25/1978,F,USA,CA,376,MAN,25093.21,59156.94,4051.11,,,,,,,0.0,0.0,,0,coverage_code|line_code
1000824.314,18WC190978,GL,2668,89,4632,MO,WC,,CL,False,01/09/2023,02/04/2023,04/20/2024,,314617352,09/21/1932,F,USA,TX,335,HIS,29177.52,39989.53,6543.9,,,,,,,0.0,0.0,,0,
1000825.383,19WC842569,GL,1259,96,2527,IO,WC,,MP,True,11/06/2021,11/26/2021,,09/14/2023,283922689,01/24/1973,M,USA,ID,354,SYS,15777.29,83817.59,6836.05,,,,,,,0.0,0.0,,0,claim_type_IO
1000826.623,21WC283223,WC,2099,33,1224,MO,WC,,BI,True,12/19/2023,01/01/2024,,,889323494,02/09/1956,F,USA,NC,333,SYS,14961.61,30244.56,1369.2,12,CAUGHT,CONCUSS,HEAD,04/12/2024,102.0,99199.62,7201.2,P,1,
1000827.645,24WC474707,WC,9803,97,3793,OT,GR,,MP,False,06/24/2021,07/24/2021,01/13/2023,,093276005,04/01/1951,M,USA,MS,153,HIS,15913.99,81471.48,3557.69,26,BURN,BURN,FINGER,10/04/2021,72.0,0.0,0.0,,0,line_code
1000828.694,21WC677112,GL,6372,44,4591,OT,WC,,CM,False,11/11/2023,11/21/2023,11/13/2025,,175716146,09/27/1955,M,USA,MN,197,SYS,10276.7,85381.46,5917.21,,,,,,,0.0,0.0,,0,
1000829.762,22WC196154,GL,1672,95,1227,MO,WC,,CM,True,11/23/2020,12/21/2020,,,837235108,12/20/1965,F,USA,WV,397,MAN,36775.28,10160.49,726.81,,,,,,,0.0,0.0,,0,
1000830.472,19WC409531,WC,2427,38,3964,MO,WC,,PI,False,12/10/2018,12/21/2018,01/19/2020,,065423662,05/10/1931,M,USA,OH,191,SYS,44685.17,61663.89,8891.19,39,CAUGHT,CONCUSS,HIP,04/07/2019,107.0,0.0,0.0,,1,
1000831.457,23WC980185,AU,8081,31,4069,MO,WC,,BI,True,01/23/2020,02/12/2020,,07/23/2023,999999999,11/03/1939,M,USA,CT,188,MAN,19026.77,61585.95,270.97,,,,,,,0.0,0.0,,0,no_rre
1000832.888,24WC836435,AU,9626,83,1542,MO,ZE,,PI,True,05/21/2019,06/03/2019,,,129201372,06/21/1945,F,USA,MO,372,SYS,1523.85,19355.27,2782.8,,,,,,,0.0,0.0,,0,line_code
1000833.573,23WC190544,PF,1063,2,2414,OT,WC,,CL,True,12/11/2021,12/27/2021,,09/30/2023,721262588,11/22/1931,F,GBR,OK,378,SYS,12704.43,19137.46,4684.5,,,,,,,0.0,0.0,,1,
1000834.61,18WC409583,WC,4052,93,4323,MO,WC,WA,OT,False,04/05/2018,04/28/2018,03/04/2020,,826490720,03/26/1930,M,USA,NE,338,SYS,13174.5,95461.93,4051.48,26,CAUGHT,FRACT,NECK,06/02/2018,35.0,0.0,0.0,,0,coverage_code
1000835.257,18WC765388,WC,9275,43,2784,MO,ZE,,PI,False,05/25/2018,05/29/2018,05/31/2019,,825183614,09/17/1945,F,USA,MO,389,MAN,31172.02,23765.5,2139.44,06,FALL,INFLAM,SHOULDER,08/02/2018,65.0,0.0,0.0,,0,line_code
1000836.843,18WC192467,WC,4171,73,2565,MO,WC,,CM,False,02/08/2021,03/02/2021,06/21/2021,,220660274,12/24/1933,F,USA,ND,341,HIS,12294.59,16848.84,7210.76,17,STRUCK,STRAIN,NECK,05/02/2021,61.0,0.0,0.0,,1,
1000837.731,20WC344694,WC,8218,17,3297,MO,WC,,BI,True,08/02/2022,08/18/2022,,03/17/2024,227176453,09/09/1955,F,USA,ND,352,SYS,18999.89,66082.95,5970.71,36,CAUGHT,BURN,SHOULDER,10/27/2022,70.0,6495.34,325.81,A,1,
1000838.527,19WC357393,WC,4436,6,2789,OT,WC,,MP,False,05/05/2021,05/27/2021,09/01/2022,,508650303,05/11/1942,M,USA,LA,373,SYS,41547.54,47494.39,1550.94,12,CAUGHT,LACERA,KNEE,10/26/2021,152.0,0.0,0.0,,1,
1000839.787,20WC728831,GL,3600,66,3867,OT,WC,,OT,True,02/17/2023,02/26/2023,,,299686321,07/15/1935,F,USA,WV,315,MAN,24650.99,25717.19,2317.8,,,,,,,0.0,0.0,,0,
1000840.356,20WC175436,PF,6869,84,2785,MO,WC,ZE,MP,True,12/10/2022,12/27/2022,,,829079269,12/17/1981,M,USA,DE,324,SYS,37930.05,32728.1,4806.46,,,,,,,0.0,0.0,,0,coverage_code
1000841.639,19WC394421,WC,3069,69,2150,IO,WC,LT,PI,False,06/04/2021,06/29/2021,01/16/2022,,050738519,11/23/1986,M,MEX,LA,126,SYS,45499.47,55354.88,812.7,47,CAUGHT,LACERA,WRIST,09/28/2021,91.0,0.0,0.0,,0,coverage_code|claim_type_IO
1000842.375,22WC518520,WC,8963,14,4803,MO,WC,,PD,True,09/04/2022,10/03/2022,,,403067167,12/27/1938,F,USA,FL,306,MAN,16637.9,20621.01,9259.27,47,STRUCK,CONCUSS,NECK,11/18/2022,46.0,77536.83,7322.95,A,1,
1000843.803,20WC873705,WC,3797,11,4602,MO,WC,LT,CM,True,06/09/2020,06/27/2020,,04/11/2023,896418996,07/06/1935,F,USA,RI,361,MAN,25599.92,28857.14,4014.7,13,BURN,CONCUSS,BACK,11/27/2020,153.0,97126.32,10387.83,A,0,coverage_code
1000844.607,18WC578239,WC,7139,48,1280,MO,WC,WA,CL,True,02/09/2021,02/19/2021,,,348271644,10/18/1938,M,USA,UT,366,HIS,32204.64,66296.36,4811.1,13,REPETIT,INFLAM,FINGER,06/26/2021,127.0,2966.73,245.09,A,0,coverage_code
1000845.649,23WC320459,GL,6013,29,4136,MO,WC,,CL,True,07/11/2023,07/15/2023,,,145930044,10/28/1976,M,USA,VT,338,SYS,10525.45,59374.24,4719.55,,,,,,,0.0,0.0,,0,no_rre
1000846.664,18WC229047,WC,5134,60,2863,MO,GR,,OT,False,12/12/2020,12/20/2020,11/25/2022,,137235774,09/11/1988,F,USA,IA,382,HIS,31694.0,30902.06,3995.73,42,CAUGHT,RUPTURE,HAND,04/09/2021,110.0,0.0,0.0,,0,line_code
1000847.152,24WC251589,WC,7009,48,2431,OT,WC,LT,CL,False,11/10/2021,11/26/2021,10/30/2022,,514136698,09/25/1934,F,USA,DE,352,SYS,11916.81,74166.35,6586.49,06,STRUCK,RUPTURE,BACK,03/12/2022,106.0,0.0,0.0,,0,coverage_code
1000848.018,18WC363845,WC,8285,83,3934,MO,WC,LT,MP,False,06/27/2023,07/21/2023,04/27/2024,,358925233,09/23/1931,M,USA,ME,351,SYS,6133.06,2539.83,6123.98,39,LIFT,FRACT,KNEE,12/15/2023,147.0,0.0,0.0,,0,coverage_code
1000849.348,23WC132757,GL,1644,99,1429,MO,GR,,MP,False,02/28/2023,03/19/2023,01/19/2024,,443909788,06/11/1946,M,USA,VA,314,SYS,28915.04,78059.35,6679.37,,,,,,,0.0,0.0,,0,line_code
1000850.771,22WC544827,WC,7584,88,2023,MO,WC,,MP,False,09/10/2020,09/22/2020,10/21/2021,,047630947,09/18/1934,M,USA,CO,390,SYS,40042.27,82027.28,7557.49,26,FALL,STRAIN,HEAD,12/09/2020,78.0,0.0,0.0,,1,
1000851.857,19WC616422,GL,6076,80,1928,MO,WC,WA,PI,False,07/08/2021,07/24/2021,03/27/2023,,065894392,04/23/1930,M,USA,NJ,186,SYS,38708.97,43695.29,3711.1,,,,,,,0.0,0.0,,0,coverage_code
1000852.814,21WC964406,WC,9416,23,4990,MO,WC,WA,MP,False,08/29/2020,09/27/2020,06/24/2022,,820092319,07/14/1992,M,USA,FL,325,SYS,3777.94,62662.3,1747.27,47,MVA,INFLAM,KNEE,11/23/2020,57.0,0.0,0.0,,0,coverage_code
1000853.586,24WC773092,WC,3405,43,4317,OT,WC,,CM,False,07/28/2021,08/12/2021,06/17/2023,,382903519,06/09/1951,F,MEX,ND,198,MAN,26616.17,85000.17,9060.34,42,LIFT,LACERA,ANKLE,01/04/2022,145.0,0.0,0.0,,1,
1000854.687,19WC160753,WC,9846,13,3826,OT,WC,,CM,True,10/23/2022,11/09/2022,,08/22/2023,999999999,05/22/1932,M,USA,MA,107,SYS,5564.61,44291.59,5462.86,51,SLIP,FRACT,HAND,12/09/2022,30.0,0.0,0.0,,1,
1000855.878,21WC405219,WC,8912,6,3999,OT,WC,,CL,True,06/03/2023,06/17/2023,,,387199892,07/21/1945,F,USA,CA,323,SYS,24949.38,4179.66,5501.44,47,BURN,INFLAM,HIP,07/29/2023,42.0,0.0,0.0,,1,
1000856.39,22WC333172,WC,4706,87,1662,MO,WC,WA,PD,False,06/29/2022,07/08/2022,11/28/2023,,086520607,11/25/1958,M,USA,AK,332,MAN,1659.52,56455.98,7125.59,13,FALL,LACERA,HEAD,09/09/2022,63.0,0.0,0.0,,0,coverage_code
1000857.336,23WC220054,AU,8384,89,1217,MO,WC,,CL,True,03/11/2022,03/29/2022,,10/07/2023,401600177,02/11/1935,M,USA,KS,350,HIS,43731.46,95260.06,4075.14,,,,,,,0.0,0.0,,1,
1000858.174,21WC699142,AU,1410,72,3899,OT,WC,,CM,True,02/05/2021,02/22/2021,,,999999999,04/22/1978,M,USA,MS,330,SYS,42564.15,48001.8,3446.91,,,,,,,0.0,0.0,,0,
1000859.574,24WC823798,AU,6656,16,1106,MO,GR,,PD,False,07/12/2018,08/11/2018,12/09/2018,05/08/2021,586436024,10/23/1950,F,USA,AL,343,MAN,22689.79,49278.19,4980.15,,,,,,,0.0,0.0,,0,line_code
1000860.857,23WC128128,WC,1535,45,2682,OT,WC,,OT,True,05/27/2021,05/30/2021,,,005431528,09/26/1975,M,USA,SD,341,SYS,11953.39,38518.49,2662.79,27,BURN,RUPTURE,ANKLE,10/24/2021,147.0,0.0,0.0,,1,
1000861.858,18WC506610,WC,4678,40,2329,OT,GR,ZE,CM,False,02/07/2023,03/01/2023,11/24/2023,,484983873,03/09/1937,F,USA,WA,342,HIS,49181.64,89613.7,2713.87,47,CAUGHT,STRAIN,BACK,06/16/2023,107.0,0.0,0.0,,0,coverage_code|line_code
1000862.543,22WC145287,GL,5973,91,4576,MO,GR,,CM,True,04/25/2019,05/13/2019,,,350382658,10/25/1944,F,USA,VA,361,SYS,5259.31,5122.5,9538.3,,,,,,,0.0,0.0,,0,line_code
1000863.576,21WC421570,WC,6932,38,3759,IO,WC,,PD,True,03/05/2023,03/10/2023,,,397889448,06/09/1946,M,USA,PA,164,SYS,47831.91,38022.56,8596.89,53,SLIP,FRACT,ANKLE,07/15/2023,127.0,0.0,0.0,,0,claim_type_IO
1000864.724,23WC726481,WC,7681,9,1894,OT,WC,,CM,False,05/06/2023,05/08/2023,09/02/2024,,956867137,04/19/1950,F,USA,IA,375,SYS,43967.09,80789.71,9235.7,48,LIFT,FRACT,WRIST,08/07/2023,91.0,0.0,0.0,,0,no_rre
1000865.123,22WC726077,WC,3825,24,3706,MO,WC,,CL,True,11/19/2019,11/29/2019,,,795310851,10/19/1972,M,USA,MO,151,HIS,44479.85,83451.85,9524.13,39,CUT,SURGERY,HAND,12/29/2019,30.0,6967.53,890.82,A,1,
1000866.09,22WC460326,WC,8904,93,4418,MO,WC,,CM,True,12/21/2020,12/30/2020,,,545625582,10/21/1933,M,USA,MS,339,SYS,26470.36,646.14,2551.05,13,SLIP,SURGERY,SHOULDER,05/02/2021,123.0,47527.29,6941.77,P,1,
1000867.027,19WC144085,WC,3131,22,1501,MO,WC,,BI,False,01/17/2019,02/06/2019,02/04/2020,,926853158,08/06/1954,F,USA,VT,120,SYS,28369.2,79720.36,1819.44,47,LIFT,RUPTURE,NECK,06/16/2019,130.0,0.0,0.0,,1,
1000868.008,19WC897171,WC,9879,73,3074,MO,WC,,BI,False,08/20/2021,08/23/2021,03/24/2022,,702112459,11/06/1968,M,USA,NY,346,SYS,3341.16,27542.68,5033.06,36,LIFT,FRACT,HEAD,01/03/2022,133.0,0.0,0.0,,1,
1000869.32,23WC118776,PF,2601,46,1700,MO,ZE,WA,OT,True,01/07/2023,01/16/2023,,,739510908,06/10/1954,M,USA,OR,364,SYS,45104.34,68879.45,2240.06,,,,,,,0.0,0.0,,0,coverage_code|line_code
1000870.535,23WC110974,WC,1802,12,4540,MO,WC,,OT,True,09/21/2019,09/29/2019,,,680695608,10/21/1933,F,USA,MS,113,MAN,21614.27,60930.44,8485.53,13,MVA,FRACT,NECK,12/01/2019,63.0,16236.21,1987.02,A,1,
1000871.126,19WC839279,WC,8373,1,4405,MO,WC,WA,CM,True,03/20/2020,04/14/2020,,,106448775,06/26/1982,M,USA,IN,382,SYS,4164.1,60154.2,9738.6,51,REPETIT,SPRAIN,WRIST,07/30/2020,107.0,2706.7,185.01,P,0,coverage_code
1000872.827,22WC532060,WC,7316,17,2416,OT,WC,,OT,True,08/31/2020,09/23/2020,,,811617366,07/23/1950,F,USA,WI,124,MAN,15285.83,62966.46,3491.82,17,CUT,RUPTURE,HIP,02/26/2021,156.0,0.0,0.0,,1,
1000873.376,21WC215676,WC,7654,98,3912,MO,WC,,CM,True,06/26/2018,07/23/2018,,,826294428,11/10/1960,M,USA,PA,306,MAN,1528.56,4983.93,2942.1,26,LIFT,INFLAM,FINGER,12/23/2018,153.0,1554.65,185.61,A,1,
1000874.126,20WC722748,WC,1541,29,2689,OT,WC,,OT,False,12/13/2018,01/05/2019,11/09/2020,,986523429,02/25/1952,F,USA,ID,308,SYS,24567.12,86628.35,4268.93,27,FALL,FRACT,KNEE,06/17/2019,163.0,0.0,0.0,,1,
1000875.797,19WC445987,GL,9643,96,2117,MO,WC,,PI,False,09/19/2020,10/16/2020,09/08/2022,,701547886,06/08/1964,M,USA,HI,398,HIS,15059.74,72859.41,2439.15,,,,,,,0.0,0.0,,1,
